ROLL_BAD,PITCH_BAD,ROLL_FILTERED,PITCH_FILTERED,,
-14.67,-22.89,-0.68,3.5,,
-17.82,-21.84,-3.63,4.05,,
-22.63,-20.32,-6.28,4.69,,
-25.62,-19.16,-8.58,5.42,,
-28.29,-17.79,-10.53,6.19,,
-30.51,-16.36,-12.24,7.02,,
-32.3,-14.99,-13.88,7.91,,
-34.58,-12.97,-15.34,8.92,,
-36.11,-11.54,-16.66,10.2,,
-37.34,-10.05,-18.02,11.68,,
-38.43,-8.29,-19.41,13.21,,
-40.18,-5.42,-20.65,14.81,,
-41.38,-3.48,-21.6,16.5,,
-42.32,-1.62,-22.14,18.29,,
-42.97,0.35,-22.37,20.13,,
-43.24,3.32,-22.46,21.83,,
-43.25,5.31,-22.33,23.45,,
-43.17,7.03,-22.06,25.11,,
-42.9,8.71,-21.62,26.8,,
-42.33,11.35,-20.81,28.33,,
-41.69,13.14,-19.59,29.71,,
-40.7,14.62,-17.94,30.96,,
-39.35,15.94,-15.66,32.19,,
-37.59,17.13,-12.38,33.55,,
-33.56,18.98,-8.41,34.84,,
-29.88,20.18,-4.54,35.74,,
-25.97,21.13,-0.86,36.13,,
-22.19,21.71,2.66,36.14,,
-16.93,21.85,5.92,35.62,,
-13.33,21.62,9.03,34.67,,
-9.93,20.93,12.17,33.49,,
-6.74,19.89,15.5,32.26,,
-1.77,18.13,18.86,30.95,,
1.93,16.88,22,29.65,,
5.37,15.61,24.99,28.43,,
8.67,14.32,27.9,27.07,,
13.37,12.46,30.65,25.39,,
16.32,10.94,33.28,23.62,,
19.02,9.24,35.87,21.99,,
21.65,7.55,38.63,20.41,,
25.58,5.35,41.57,18.73,,
28.57,3.87,44.45,16.94,,
31.68,2.3,47.19,15.08,,
34.58,0.72,49.84,13.34,,
37.36,-0.85,52.15,11.85,,
41.28,-2.85,53.95,10.49,,
43.47,-4.01,55.53,9.19,,
45.23,-5.12,56.73,8.07,,
46.87,-6.16,57.26,7.08,,
48.11,-7.11,57.07,6.23,,
48.56,-8.46,56.39,5.5,,
48.08,-9.26,55.57,4.79,,
47.31,-10,54.65,4,,
46.54,-10.79,53.26,3.24,,
45.14,-12.16,50.97,2.62,,
43.46,-13.11,47.78,2.08,,
40.81,-14.06,43.98,1.48,,
37.29,-14.96,39.99,0.83,,
31.27,-16.33,36.11,0.16,,
27.08,-17.28,32.5,-0.62,,
23.15,-18.23,28.99,-1.5,,
19.56,-19.23,25.36,-2.18,,
13.98,-20.71,21.6,-2.53,,
9.91,-21.33,17.9,-2.7,,
5.74,-21.61,14.51,-2.63,,
1.74,-21.64,11.39,-2.21,,
-3.58,-21.09,8.38,-1.58,,
-7.01,-20.24,5.37,-1.02,,
-10.08,-19.34,2.48,-0.63,,
-13.35,-18.5,-0.07,-0.14,,
-17.71,-17.39,-2.19,0.57,,
-20.18,-16.33,-4.08,1.32,,
-22.16,-15.15,-5.97,2.15,,
-24.05,-13.97,-7.78,3.21,,
-26.78,-12.07,-9.45,4.57,,
-28.41,-10.51,-11.16,6.06,,
-29.91,-8.78,-13.17,7.6,,
-31.48,-7.06,-15.38,9.21,,
-34.46,-4.41,-17.46,10.9,,
-36.58,-2.61,-19.37,12.63,,
-38.44,-0.91,-21,14.5,,
-40.13,0.75,-22.45,16.52,,
-42.26,3.3,-23.8,18.6,,
-43.59,5.01,-25.16,20.7,,
-44.95,6.78,-26.43,22.79,,
-46.37,8.5,-27.39,24.87,,
-48.24,11.01,-27.82,26.81,,
-49.07,12.57,-27.78,28.65,,
-49.46,13.99,-27.36,30.48,,
-49.45,15.35,-26.3,32.01,,
-48.84,17.34,-24.97,33.12,,
-47.69,17.94,-23.6,34.01,,
-46.44,18.48,-21.79,34.75,,
-45.03,19.21,-19.52,35.45,,
-42.01,20.33,-16.92,36,,
-39.4,21,-13.99,36.34,,
-36.51,21.49,-10.72,36.39,,
-33.25,21.76,-7.62,36.27,,
-28.12,21.84,-4.6,35.96,,
-26.41,21.83,-1.5,35.48,,
-21.45,21.55,1.79,34.77,,
-17.99,21.18,5.15,33.98,,
-14.29,20.59,8.4,33.15,,
-8.75,19.61,11.29,32.1,,
-5.33,18.82,13.84,30.88,,
-2.2,17.74,15.96,29.64,,
0.5,16.55,18.06,28.49,,
2.8,15.36,20.71,27.39,,
6.57,13.69,23.83,26.04,,
9.9,12.44,27,24.55,,
13.38,10.91,30.15,23.15,,
16.79,9.27,33.58,21.9,,
21.88,7.03,37.47,20.7,,
25.82,5.66,41.3,19.52,,
30.03,4.29,44.69,18.45,,
33.95,2.94,47.41,17.57,,
37.33,1.75,49.42,16.85,,
41.1,0.28,50.86,16.24,,
42.82,-0.6,52.1,15.63,,
44.18,-1.52,53.31,15.01,,
46.13,-3.02,53.94,14.38,,
47.3,-4.05,53.81,13.74,,
47.68,-5.08,52.69,12.94,,
47.26,-6.25,50.35,11.87,,
44.83,-8.33,47.17,10.56,,
41.76,-9.91,44.43,9.38,,
38.49,-11.47,42.25,8.51,,
35.91,-12.82,39.84,7.82,,
32.7,-14.2,36.8,7.15,,
30,-15.04,33.41,6.48,,
26.72,-15.85,29.99,5.78,,
23.22,-16.58,26.65,5.3,,
18.02,-17.52,23.55,5.14,,
14.65,-17.8,20.89,5.26,,
11.62,-17.79,18.71,5.61,,
7.99,-17.29,16.76,6.03,,
5.98,-16.76,14.81,6.43,,
4.03,-16.25,12.97,6.9,,
2.06,-15.76,11.19,7.49,,
-0.61,-14.82,9.43,8.13,,
-2.36,-14.06,7.87,8.8,,
-4.12,-13.22,6.46,9.39,,
-5.54,-12.43,5.03,9.76,,
-6.89,-11.72,3.57,9.89,,
-9.05,-11.1,2.21,9.86,,
-10.51,-10.91,0.93,9.75,,
-11.79,-10.8,-0.38,9.58,,
-13.03,-10.78,-1.78,9.4,,
-15,-10.81,-3.29,9.29,,
-16.48,-10.76,-4.85,9.21,,
-18.03,-10.63,-6.41,9.1,,
-19.59,-10.46,-7.99,8.99,,
-21.92,-10.23,-9.58,8.92,,
-23.56,-10.02,-11.16,8.88,,
-25.13,-9.74,-12.8,8.87,,
-26.69,-9.44,-14.53,8.94,,
-29.17,-8.88,-16.22,9.16,,
-30.91,-8.35,-17.68,9.64,,
-32.52,-7.63,-18.87,10.41,,
-33.8,-6.68,-19.94,11.43,,
-35.23,-4.9,-21.12,12.61,,
-36.18,-3.5,-22.4,13.92,,
-37.32,-1.96,-23.53,15.4,,
-38.49,-0.29,-24.29,17,,
-39.77,2.23,-24.49,18.68,,
-40.12,3.92,-24.22,20.48,,
-40.01,5.61,-23.53,22.38,,
-39.53,7.32,-22.76,24.09,,
-38.36,9.74,-22.09,25.51,,
-37.61,11.13,-21.63,26.76,,
-37.08,12.27,-21.25,27.92,,
-36.76,13.32,-20.83,28.94,,
-36.33,14.65,-20.31,29.78,,
-35.94,15.34,-19.73,30.47,,
-35.51,15.82,-18.94,31.09,,
-35.05,16.12,-17.87,31.67,,
-33.94,16.48,-16.52,32.12,,
-32.8,16.7,-15,32.36,,
-31.43,16.78,-13.46,32.42,,
-29.97,16.72,-11.97,32.3,,
-27.78,16.47,-10.45,32.02,,
-26.3,16.12,-9.13,31.63,,
-24.78,15.7,-8.03,31.19,,
-23.52,15.25,-6.96,30.79,,
-21.91,14.58,-5.86,30.48,,
-20.77,14.22,-4.75,30.24,,
-19.61,13.95,-3.51,30.09,,
-18.44,13.74,-2.13,30.06,,
-17.17,13.61,-0.58,30.12,,
-14.98,13.59,1.13,30.02,,
-13.37,13.62,2.98,29.66,,
-11.59,13.45,4.77,29.13,,
-8.7,12.85,6.54,28.51,,
-6.82,12.34,8.47,27.81,,
-4.83,11.72,10.67,26.96,,
-2.71,11.05,13.05,25.97,,
0.89,9.79,15.49,24.76,,
3.38,8.74,17.93,23.4,,
5.98,7.46,20.22,21.96,,
8.59,6.08,22.19,20.43,,
11.94,3.89,24.15,18.91,,
13.89,2.34,26.39,17.48,,
16.04,0.82,28.81,16.19,,
18.52,-0.57,31.03,14.9,,
21.09,-1.87,32.84,13.58,,
24.32,-3.97,34.33,12.27,,
25.98,-5.5,35.41,10.85,,
27.38,-7.17,36.27,9.29,,
28.34,-8.95,37.19,7.56,,
29.61,-11.87,37.8,5.76,,
30.58,-14.05,38.03,3.99,,
31.03,-16.29,38.17,2.32,,
31.12,-18.38,38.28,0.82,,
31.27,-21.25,38.35,-0.35,,
31.3,-22.87,38.42,-1.19,,
31.35,-24.1,38.44,-1.75,,
31.37,-25,38.41,-2.15,,
31.16,-26.04,38.53,-2.45,,
30.95,-26.69,38.79,-2.69,,
30.9,-27.27,39.18,-2.86,,
30.94,-27.79,39.51,-3.06,,
31.17,-28.59,39.67,-3.19,,
31.17,-29.1,39.78,-3.05,,
30.99,-29.42,39.9,-2.67,,
30.75,-29.49,40.03,-2.17,,
30.41,-29.22,40.47,-1.45,,
30.33,-28.82,41.13,-0.44,,
30.66,-28.12,41.83,0.82,,
31.09,-27.11,42.72,2.3,,
31.51,-25.9,43.85,3.93,,
32.54,-23.83,44.7,5.74,,
33.39,-22.25,44.98,7.75,,
33.74,-20.55,44.65,9.88,,
33.5,-18.77,43.92,11.91,,
32.16,-16.18,42.96,13.71,,
30.97,-14.64,41.92,15.55,,
29.71,-13.22,40.64,17.52,,
28.43,-11.71,39,19.45,,
26.04,-9.29,37.28,21.27,,
24.2,-7.81,35.3,22.86,,
22.32,-6.46,33.36,24.1,,
20.23,-5.42,31.67,24.72,,
17.42,-4.57,30.15,24.77,,
15.87,-4.77,28.64,24.82,,
14.39,-5.3,27.05,25.05,,
12.03,-5.73,25.52,25.37,,
10.42,-5.73,24.01,25.62,,
8.86,-5.65,22.41,25.86,,
7.3,-5.54,20.97,26.27,,
5.67,-5.33,19.87,26.87,,
3.73,-4.51,19.1,27.37,,
2.86,-3.81,18.66,27.79,,
2.34,-3.26,18.39,28.17,,
2.1,-2.78,18.19,28.29,,
2.07,-2.16,17.91,27.77,,
1.8,-2.35,17.88,27.31,,
1.66,-2.84,17.97,27.02,,
1.8,-3.12,17.58,26.62,,
1.92,-3.32,17.44,26.62,,
1.54,-3.55,17.25,26.7,,
1.48,-3.25,17.08,26.62,,
1.38,-3.02,16.97,26.32,,
1.32,-3.07,16.71,25.85,,
1.29,-3.34,16.44,25.23,,
1.06,-3.77,16.04,24.66,,
0.8,-4.3,15.5,24.23,,
0.41,-4.69,14.7,24.19,,
-0.42,-4.84,14.03,24.22,,
-1.22,-4.52,13.76,24.15,,
-1.62,-4.36,13.64,24.16,,
-1.65,-4.31,13.57,24.31,,
-1.64,-4.13,13.56,24.6,,
-1.53,-3.58,13.71,24.9,,
-1.35,-3.13,14.06,25.24,,
-1.04,-2.69,14.38,25.21,,
-0.53,-2.25,14.76,25.01,,
0.11,-2.3,14.87,24.88,,
0.47,-2.39,14.73,24.76,,
0.53,-2.37,14.66,24.56,,
0.38,-2.36,14.75,24.28,,
0.49,-2.52,14.81,23.97,,
0.68,-2.67,14.7,23.96,,
0.81,-2.74,14.59,23.97,,
0.74,-2.58,14.5,23.99,,
0.71,-2.35,14.41,23.98,,
0.71,-2.2,14.4,23.95,,
0.72,-2.09,14.45,23.93,,
0.81,-2,14.55,23.92,,
1.04,-1.83,14.65,23.91,,
1.24,-1.71,14.71,23.91,,
1.4,-1.58,14.69,23.91,,
1.52,-1.46,14.63,23.91,,
1.54,-1.34,14.56,23.88,,
1.55,-1.17,14.47,23.84,,
1.55,-1.08,14.38,23.82,,
1.54,-0.99,14.29,23.81,,
1.52,-0.88,14.21,23.78,,
1.51,-0.73,14.14,23.7,,
1.49,-0.66,14.05,23.58,,
1.48,-0.64,13.98,23.5,,
1.48,-0.62,13.92,23.4,,
1.48,-0.57,13.85,23.28,,
1.48,-0.57,13.79,23.16,,
1.49,-0.57,13.73,23.04,,
1.5,-0.57,13.67,22.93,,
1.52,-0.58,13.6,22.82,,
1.51,-0.58,13.48,22.72,,
1.48,-0.58,13.4,22.61,,
1.44,-0.57,13.33,22.5,,
1.44,-0.57,13.26,22.39,,
1.44,-0.57,13.19,22.28,,
1.44,-0.58,13.12,22.17,,
1.44,-0.58,13.05,22.06,,
1.44,-0.59,12.98,21.95,,
1.44,-0.59,12.91,21.84,,
1.44,-0.6,12.84,21.73,,
1.44,-0.6,12.78,21.62,,
1.44,-0.6,12.71,21.51,,
1.44,-0.6,12.64,21.41,,
1.45,-0.61,12.58,21.3,,
1.45,-0.61,12.51,21.2,,
1.46,-0.61,12.45,21.09,,
1.47,-0.61,12.38,20.98,,
1.47,-0.6,12.32,20.88,,
1.48,-0.6,12.25,20.78,,
1.49,-0.6,12.19,20.67,,
1.49,-0.6,12.13,20.57,,
1.5,-0.6,12.06,20.47,,
1.5,-0.6,12,20.37,,
1.5,-0.6,11.94,20.27,,
1.51,-0.6,11.87,20.17,,
1.51,-0.6,11.81,20.07,,
1.52,-0.6,11.75,19.97,,
1.52,-0.6,11.69,19.87,,
1.53,-0.6,11.63,19.77,,
1.54,-0.59,11.57,19.67,,
1.54,-0.59,11.51,19.58,,
1.54,-0.59,11.45,19.48,,
1.55,-0.59,11.39,19.38,,
1.55,-0.58,11.33,19.29,,
1.56,-0.59,11.27,19.19,,
1.57,-0.59,11.22,19.1,,
1.57,-0.59,11.16,19,,
1.57,-0.58,11.1,18.91,,
1.58,-0.59,11.04,18.81,,
1.58,-0.58,10.99,18.72,,
1.58,-0.58,10.93,18.63,,
1.59,-0.58,10.87,18.54,,
1.6,-0.57,10.82,18.45,,
1.6,-0.57,10.76,18.36,,
1.6,-0.57,10.7,18.27,,
1.6,-0.57,10.65,18.18,,
1.61,-0.57,10.59,18.09,,
1.61,-0.57,10.54,18,,
1.61,-0.57,10.49,17.91,,
1.62,-0.56,10.43,17.82,,
1.62,-0.56,10.38,17.73,,
1.62,-0.57,10.33,17.65,,
1.63,-0.56,10.27,17.56,,
1.63,-0.56,10.22,17.48,,
1.63,-0.56,10.16,17.39,,
1.64,-0.56,10.11,17.31,,
1.64,-0.56,10.06,17.22,,
1.64,-0.56,10.01,17.14,,
1.64,-0.56,9.96,17.05,,
1.64,-0.57,9.9,16.97,,
1.65,-0.56,9.85,16.89,,
1.65,-0.56,9.8,16.81,,
1.65,-0.57,9.75,16.72,,
1.66,-0.56,9.7,16.64,,
1.66,-0.56,9.65,16.56,,
1.66,-0.56,9.6,16.48,,
1.66,-0.56,9.55,16.4,,
1.66,-0.56,9.51,16.32,,
1.66,-0.56,9.46,16.24,,
1.66,-0.56,9.41,16.16,,
1.66,-0.57,9.36,16.08,,
1.67,-0.56,9.31,16.01,,
1.67,-0.56,9.27,15.93,,
1.67,-0.56,9.22,15.85,,
1.67,-0.56,9.17,15.77,,
1.67,-0.56,9.12,15.7,,
1.67,-0.56,9.08,15.62,,
1.67,-0.56,9.03,15.54,,
1.67,-0.56,8.98,15.47,,
1.67,-0.56,8.94,15.39,,
1.67,-0.56,8.89,15.32,,
1.67,-0.56,8.85,15.24,,
1.67,-0.56,8.8,15.17,,
1.67,-0.56,8.75,15.1,,
1.67,-0.56,8.71,15.02,,
1.67,-0.56,8.67,14.95,,
1.67,-0.56,8.62,14.88,,
1.67,-0.56,8.57,14.8,,
1.68,-0.55,8.53,14.73,,
1.68,-0.55,8.48,14.66,,
1.68,-0.55,8.44,14.59,,
1.68,-0.55,8.4,14.52,,
1.68,-0.55,8.35,14.45,,
1.68,-0.55,8.31,14.38,,
1.68,-0.55,8.27,14.31,,
1.68,-0.55,8.23,14.24,,
1.68,-0.55,8.19,14.17,,
1.68,-0.55,8.15,14.11,,
1.68,-0.55,8.11,14.04,,
1.68,-0.55,8.06,13.97,,
1.68,-0.55,8.02,13.9,,
1.68,-0.55,7.98,13.84,,
1.68,-0.55,7.94,13.77,,
1.68,-0.55,7.9,13.71,,
1.68,-0.55,7.86,13.64,,
1.68,-0.55,7.82,13.58,,
1.68,-0.55,7.78,13.51,,
1.68,-0.55,7.74,13.44,,
1.68,-0.55,7.7,13.38,,
1.68,-0.55,7.66,13.31,,
1.68,-0.55,7.62,13.25,,
1.69,-0.55,7.58,13.19,,
1.69,-0.55,7.54,13.13,,
1.69,-0.55,7.5,13.07,,
1.69,-0.55,7.47,13,,
1.69,-0.55,7.43,12.94,,
1.69,-0.55,7.39,12.88,,
1.69,-0.55,7.35,12.82,,
1.69,-0.55,7.31,12.76,,
1.69,-0.55,7.28,12.7,,
1.69,-0.55,7.24,12.64,,
1.69,-0.55,7.2,12.58,,
1.69,-0.55,7.17,12.52,,
1.69,-0.55,7.13,12.46,,
1.69,-0.55,7.09,12.4,,
1.69,-0.55,7.06,12.34,,
1.69,-0.55,7.02,12.28,,
1.69,-0.55,6.99,12.22,,
1.69,-0.55,6.95,12.17,,
1.69,-0.55,6.91,12.11,,
1.69,-0.55,6.88,12.05,,
1.69,-0.55,6.85,11.99,,
1.69,-0.55,6.81,11.94,,
1.69,-0.55,6.77,11.88,,
1.69,-0.55,6.74,11.83,,
1.69,-0.55,6.71,11.77,,
1.69,-0.55,6.67,11.72,,
1.69,-0.55,6.64,11.66,,
1.69,-0.55,6.6,11.6,,
1.69,-0.55,6.57,11.55,,
1.69,-0.55,6.54,11.5,,
1.69,-0.55,6.5,11.44,,
1.69,-0.55,6.47,11.39,,
1.69,-0.55,6.44,11.33,,
1.69,-0.55,6.4,11.28,,
1.69,-0.55,6.37,11.23,,
1.69,-0.55,6.34,11.17,,
1.69,-0.55,6.3,11.12,,
1.68,-0.56,6.27,11.07,,
1.69,-0.56,6.24,11.02,,
1.69,-0.56,6.21,10.97,,
1.69,-0.56,6.18,10.92,,
1.69,-0.56,6.15,10.87,,
1.69,-0.56,6.12,10.82,,
1.69,-0.56,6.09,10.76,,
1.69,-0.56,6.05,10.71,,
1.68,-0.57,6.02,10.66,,
1.68,-0.57,5.99,10.61,,
1.68,-0.57,5.96,10.56,,
1.68,-0.57,5.93,10.52,,
1.68,-0.57,5.9,10.47,,
1.68,-0.57,5.87,10.42,,
1.68,-0.57,5.85,10.37,,
1.68,-0.57,5.82,10.32,,
1.69,-0.57,5.79,10.27,,
1.69,-0.57,5.76,10.23,,
1.69,-0.57,5.73,10.18,,
1.69,-0.57,5.7,10.13,,
1.69,-0.57,5.67,10.09,,
1.69,-0.57,5.64,10.04,,
1.69,-0.57,5.61,9.99,,
1.69,-0.57,5.59,9.95,,
1.69,-0.57,5.56,9.9,,
1.69,-0.57,5.53,9.86,,
1.69,-0.57,5.5,9.81,,
1.69,-0.57,5.48,9.77,,
1.69,-0.57,5.45,9.72,,
1.69,-0.57,5.42,9.68,,
1.69,-0.57,5.39,9.63,,
1.69,-0.57,5.37,9.59,,
1.68,-0.58,5.34,9.54,,
1.68,-0.58,5.31,9.5,,
1.68,-0.58,5.29,9.46,,
1.68,-0.58,5.26,9.41,,
1.68,-0.58,5.24,9.37,,
1.68,-0.58,5.21,9.33,,
1.68,-0.58,5.18,9.29,,
1.68,-0.58,5.16,9.24,,
1.68,-0.58,5.13,9.2,,
1.68,-0.58,5.11,9.16,,
1.69,-0.57,5.08,9.12,,
1.69,-0.57,5.05,9.08,,
1.69,-0.57,5.03,9.04,,
1.68,-0.58,5,8.99,,
1.68,-0.58,4.98,8.95,,
1.69,-0.57,4.95,8.91,,
1.68,-0.57,4.93,8.87,,
1.68,-0.57,4.9,8.83,,
1.68,-0.57,4.88,8.79,,
1.68,-0.57,4.85,8.75,,
1.68,-0.57,4.83,8.71,,
1.68,-0.56,4.81,8.67,,
1.67,-0.57,4.78,8.63,,
1.67,-0.57,4.76,8.6,,
1.67,-0.57,4.74,8.56,,
1.67,-0.57,4.71,8.52,,
1.67,-0.57,4.69,8.48,,
1.67,-0.57,4.67,8.44,,
1.68,-0.56,4.64,8.4,,
1.68,-0.56,4.62,8.36,,
1.68,-0.57,4.6,8.33,,
1.68,-0.56,4.58,8.29,,
1.68,-0.57,4.55,8.25,,
1.68,-0.57,4.53,8.22,,
1.69,-0.56,4.51,8.18,,
1.69,-0.56,4.49,8.15,,
1.69,-0.56,4.46,8.11,,
1.69,-0.56,4.44,8.07,,
1.69,-0.56,4.42,8.04,,
1.69,-0.56,4.4,8,,
1.69,-0.56,4.38,7.97,,
1.69,-0.56,4.35,7.93,,
1.7,-0.56,4.33,7.9,,
1.7,-0.56,4.31,7.86,,
1.7,-0.56,4.29,7.83,,
1.7,-0.56,4.27,7.8,,
1.7,-0.56,4.25,7.76,,
1.69,-0.56,4.23,7.73,,
1.69,-0.56,4.21,7.69,,
1.69,-0.56,4.19,7.66,,
1.69,-0.56,4.17,7.63,,
1.69,-0.56,4.15,7.59,,
1.69,-0.56,4.13,7.56,,
1.69,-0.56,4.11,7.53,,
1.69,-0.56,4.09,7.49,,
1.69,-0.56,4.07,7.46,,
1.69,-0.56,4.05,7.43,,
1.69,-0.56,4.03,7.4,,
1.69,-0.56,4.01,7.36,,
1.69,-0.56,3.99,7.33,,
1.69,-0.56,3.97,7.3,,
1.69,-0.56,3.95,7.27,,
1.69,-0.56,3.93,7.24,,
1.69,-0.56,3.91,7.21,,
1.69,-0.56,3.89,7.17,,
1.69,-0.56,3.87,7.14,,
1.69,-0.56,3.85,7.11,,
1.69,-0.56,3.84,7.08,,
1.69,-0.56,3.82,7.05,,
1.68,-0.57,3.8,7.02,,
1.68,-0.57,3.78,6.99,,
1.68,-0.57,3.76,6.96,,
1.68,-0.57,3.74,6.93,,
1.69,-0.56,3.72,6.9,,
1.69,-0.56,3.71,6.87,,
1.69,-0.56,3.69,6.84,,
1.68,-0.56,3.67,6.81,,
1.68,-0.56,3.65,6.78,,
1.68,-0.56,3.63,6.76,,
1.68,-0.56,3.62,6.73,,
1.68,-0.56,3.6,6.7,,
1.68,-0.56,3.58,6.67,,
1.68,-0.56,3.56,6.64,,
1.68,-0.56,3.55,6.61,,
1.68,-0.56,3.53,6.58,,
1.68,-0.56,3.48,6.55,,
1.68,-0.56,3.44,6.49,,
1.68,-0.56,3.45,6.5,,
1.66,-0.55,3.46,6.5,,
1.65,-0.56,3.45,6.49,,
1.64,-0.56,3.45,6.46,,
1.65,-0.57,3.43,6.44,,
1.65,-0.58,3.42,6.41,,
1.64,-0.58,3.4,6.38,,
1.62,-0.59,3.4,6.35,,
1.63,-0.59,3.39,6.32,,
1.65,-0.61,3.38,6.29,,
1.64,-0.62,3.38,6.26,,
1.63,-0.62,3.37,6.23,,
1.63,-0.63,3.37,6.19,,
1.63,-0.64,3.36,6.16,,
1.63,-0.64,3.36,6.13,,
1.62,-0.65,3.35,6.09,,
1.62,-0.66,3.35,6.05,,
1.61,-0.66,3.36,6,,
1.6,-0.66,3.37,5.95,,
1.6,-0.67,3.39,5.91,,
1.59,-0.67,3.41,5.86,,
1.59,-0.67,3.44,5.82,,
1.59,-0.67,3.46,5.78,,
1.59,-0.66,3.49,5.75,,
1.59,-0.66,3.52,5.72,,
1.59,-0.66,3.54,5.68,,
1.59,-0.65,3.56,5.66,,
1.59,-0.65,3.57,5.65,,
1.6,-0.65,3.58,5.63,,
1.6,-0.64,3.59,5.59,,
1.59,-0.65,3.61,5.56,,
1.59,-0.65,3.62,5.53,,
1.59,-0.65,3.64,5.51,,
1.59,-0.65,3.66,5.48,,
1.59,-0.65,3.67,5.45,,
1.59,-0.65,3.67,5.43,,
1.6,-0.65,3.68,5.4,,
1.6,-0.65,3.66,5.36,,
1.59,-0.65,3.67,5.33,,
1.58,-0.66,3.67,5.31,,
1.58,-0.66,3.67,5.28,,
1.58,-0.66,3.68,5.26,,
1.58,-0.66,3.67,5.24,,
1.57,-0.66,3.66,5.22,,
1.57,-0.67,3.66,5.2,,
1.56,-0.67,3.66,5.17,,
1.56,-0.67,3.67,5.14,,
1.56,-0.67,3.67,5.12,,
1.56,-0.67,3.68,5.1,,
1.55,-0.67,3.68,5.07,,
1.55,-0.66,3.69,5.04,,
1.54,-0.66,3.7,5,,
1.54,-0.65,3.71,4.96,,
1.54,-0.64,3.72,4.94,,
1.55,-0.64,3.73,4.91,,
1.55,-0.63,3.75,4.89,,
1.56,-0.63,3.76,4.87,,
1.56,-0.62,3.76,4.84,,
1.55,-0.62,3.76,4.8,,
1.54,-0.61,3.77,4.76,,
1.54,-0.6,3.74,4.74,,
1.51,-0.58,3.71,4.72,,
1.49,-0.58,3.69,4.7,,
1.47,-0.57,3.66,4.69,,
1.46,-0.57,3.63,4.68,,
1.45,-0.57,3.62,4.67,,
1.44,-0.57,3.6,4.65,,
1.43,-0.57,3.57,4.63,,
1.42,-0.57,3.54,4.62,,
1.4,-0.56,3.5,4.61,,
1.38,-0.56,3.49,4.6,,
1.37,-0.55,3.46,4.6,,
1.38,-0.56,3.45,4.59,,
1.39,-0.57,3.46,4.57,,
1.42,-0.58,3.45,4.57,,
1.43,-0.58,3.43,4.56,,
1.43,-0.57,3.54,4.56,,
1.42,-0.57,3.5,4.54,,
1.4,-0.56,3.46,4.53,,
1.39,-0.56,3.43,4.51,,
1.38,-0.56,3.37,4.49,,
1.35,-0.55,3.36,4.46,,
1.3,-0.53,3.38,4.4,,
1.31,-0.53,3.4,4.36,,
1.36,-0.54,3.4,4.35,,
1.39,-0.54,3.41,4.32,,
1.39,-0.53,3.4,4.3,,
1.4,-0.53,3.39,4.28,,
1.41,-0.53,3.37,4.27,,
1.4,-0.52,3.35,4.25,,
1.39,-0.51,3.34,4.22,,
1.39,-0.51,3.34,4.2,,
1.39,-0.5,3.35,4.17,,
1.4,-0.5,3.35,4.15,,
1.42,-0.5,3.36,4.12,,
1.44,-0.49,3.36,4.1,,
1.45,-0.49,3.35,4.07,,
1.45,-0.49,3.35,4.06,,
1.47,-0.48,3.34,4.05,,
1.47,-0.47,3.34,4.02,,
1.46,-0.46,3.33,4,,
1.48,-0.45,3.35,3.98,,
1.5,-0.44,3.36,3.96,,
1.51,-0.44,3.36,3.94,,
1.52,-0.43,3.43,3.94,,
1.53,-0.41,3.51,3.93,,
1.57,-0.41,3.8,3.93,,
1.65,-0.41,3.81,3.96,,
1.93,-0.39,3.72,3.91,,
1.83,-0.37,3.64,3.89,,
1.47,-0.38,3.61,3.86,,
1.47,-0.38,3.59,3.84,,
1.47,-0.38,3.54,3.83,,
1.45,-0.37,3.51,3.81,,
1.41,-0.36,3.5,3.79,,
1.41,-0.35,3.54,3.78,,
1.42,-0.35,3.54,3.76,,
1.44,-0.35,3.53,3.74,,
1.45,-0.34,3.53,3.71,,
1.44,-0.33,3.53,3.7,,
1.43,-0.32,3.53,3.69,,
1.42,-0.32,3.53,3.68,,
1.43,-0.32,3.53,3.67,,
1.43,-0.31,3.55,3.65,,
1.43,-0.3,3.57,3.65,,
1.45,-0.31,3.55,3.65,,
1.45,-0.3,3.53,3.65,,
1.41,-0.28,3.52,3.64,,
1.4,-0.27,3.5,3.63,,
1.38,-0.26,3.47,3.63,,
1.36,-0.25,3.46,3.63,,
1.32,-0.23,3.44,3.62,,
1.29,-0.22,3.41,3.62,,
1.26,-0.2,3.41,3.61,,
1.22,-0.19,3.41,3.62,,
1.23,-0.19,3.5,3.57,,
1.21,-0.18,3.6,3.54,,
1.4,-0.23,3.64,3.53,,
1.5,-0.26,3.65,3.53,,
1.51,-0.25,3.6,3.54,,
1.49,-0.25,3.53,3.55,,
1.42,-0.23,3.6,3.54,,
1.42,-0.23,3.59,3.52,,
1.52,-0.26,3.55,3.52,,
1.48,-0.25,3.53,3.51,,
1.46,-0.25,3.51,3.5,,
1.46,-0.25,3.49,3.49,,
1.46,-0.24,3.47,3.49,,
1.46,-0.24,3.45,3.48,,
1.46,-0.24,3.43,3.47,,
1.46,-0.24,3.4,3.46,,
1.46,-0.24,3.38,3.46,,
1.44,-0.24,3.37,3.45,,
1.44,-0.24,3.35,3.44,,
1.44,-0.24,3.33,3.43,,
